ticker,start_date,end_date,type
GTW,2000-01-03 00:00:00,2006-07-31 00:00:00,S
GWW,2000-01-03 00:00:00,2023-12-31 00:00:00,S
GX,2000-01-03 00:00:00,2001-10-04 00:00:00,S
H,2000-01-03 00:00:00,2007-04-05 00:00:00,S
HAL,2000-01-03 00:00:00,2023-12-31 00:00:00,S
HAR,2006-02-01 00:00:00,2017-03-10 00:00:00,S
HAS,2000-01-03 00:00:00,2023-12-31 00:00:00,S
HBAN,2000-01-03 00:00:00,2023-12-31 00:00:00,S
HBI,2015-03-23 00:00:00,2021-12-14 00:00:00,S
HCA,2000-01-03 00:00:00,2023-12-31 00:00:00,S
HCBK,2007-02-15 00:00:00,2015-10-28 00:00:00,S
HCP,2008-03-31 00:00:00,2019-10-18 00:00:00,S
HCR,2000-01-03 00:00:00,2007-11-05 00:00:00,S
HD,2000-01-03 00:00:00,2023-12-31 00:00:00,S
HES,2000-01-03 00:00:00,2023-12-31 00:00:00,S
HET,2000-01-03 00:00:00,2008-01-24 00:00:00,S
HFC,2018-06-18 00:00:00,2021-05-14 00:00:00,S
HI,2000-01-03 00:00:00,2003-03-28 00:00:00,S
HIG,2000-01-03 00:00:00,2023-12-31 00:00:00,S
HII,2018-01-03 00:00:00,2023-12-31 00:00:00,S
HLT,2000-01-03 00:00:00,2023-12-31 00:00:00,S
HM,2000-01-03 00:00:00,2001-12-14 00:00:00,S
HMA,2001-11-07 00:00:00,2007-02-26 00:00:00,S
HNZ,2000-01-03 00:00:00,2013-06-06 00:00:00,S
HOG,2000-01-31 00:00:00,2020-05-22 00:00:00,S
HOLX,2016-03-30 00:00:00,2023-12-31 00:00:00,S
HON,2000-01-03 00:00:00,2023-12-31 00:00:00,S
HOT,2000-11-17 00:00:00,2016-09-16 00:00:00,S
HP,2010-03-01 00:00:00,2020-05-12 00:00:00,S
HPC,2000-01-03 00:00:00,2008-11-13 00:00:00,S
HPE,2015-11-02 00:00:00,2023-12-31 00:00:00,S
HPQ,2000-01-03 00:00:00,2023-12-31 00:00:00,S
HRB,2000-01-03 00:00:00,2020-09-18 00:00:00,S
HRL,2009-03-04 00:00:00,2023-12-31 00:00:00,S
HRS,2008-09-22 00:00:00,2019-04-02 00:00:00,S
HSH,2000-01-03 00:00:00,2012-06-25 00:00:00,S
HSIC,2015-03-18 00:00:00,2023-12-31 00:00:00,S
HSP,2004-05-03 00:00:00,2015-09-01 00:00:00,S
HST,2007-03-20 00:00:00,2023-12-31 00:00:00,S
HSY,2000-01-03 00:00:00,2023-12-31 00:00:00,S
HUBB,2023-10-18 00:00:00,2023-12-31 00:00:00,S
HUM,2000-01-03 00:00:00,2023-12-31 00:00:00,S
HWM,2020-04-06 00:00:00,2023-12-31 00:00:00,S
IAC,2006-12-01 00:00:00,2008-08-18 00:00:00,S
IBM,2000-01-03 00:00:00,2023-12-31 00:00:00,S
ICE,2007-09-26 00:00:00,2023-12-31 00:00:00,S
IDXX,2017-01-05 00:00:00,2023-12-31 00:00:00,S
IEX,2019-08-09 00:00:00,2023-12-31 00:00:00,S
IFF,2000-01-03 00:00:00,2023-12-31 00:00:00,S
IGT,2001-09-04 00:00:00,2014-06-19 00:00:00,S
IKN,2000-01-03 00:00:00,2000-06-27 00:00:00,S
ILMN,2015-11-19 00:00:00,2023-12-31 00:00:00,S
IMNX,2001-09-21 00:00:00,2002-07-10 00:00:00,S
INCLF,2000-01-03 00:00:00,2002-07-18 00:00:00,S
INCY,2017-02-28 00:00:00,2023-12-31 00:00:00,S
INFO,2017-06-02 00:00:00,2022-02-17 00:00:00,S
INTC,2000-01-03 00:00:00,2023-12-31 00:00:00,S
INTU,2000-12-11 00:00:00,2023-12-31 00:00:00,S
INVH,2022-09-19 00:00:00,2023-12-31 00:00:00,S
IP,2000-01-03 00:00:00,2023-12-31 00:00:00,S
IPG,2000-01-03 00:00:00,2023-12-31 00:00:00,S
IPGP,2018-03-07 00:00:00,2022-06-09 00:00:00,S
IQV,2017-08-29 00:00:00,2023-12-31 00:00:00,S
IR,2000-01-03 00:00:00,2023-12-31 00:00:00,S
IRM,2009-01-06 00:00:00,2023-12-31 00:00:00,S
ISRG,2008-06-02 00:00:00,2023-12-31 00:00:00,S
IT,2017-04-05 00:00:00,2023-12-31 00:00:00,S
ITT,2000-01-03 00:00:00,2011-10-31 00:00:00,S
ITW,2000-01-03 00:00:00,2023-12-31 00:00:00,S
IVZ,2008-08-21 00:00:00,2023-12-31 00:00:00,S
J,2019-12-10 00:00:00,2023-12-31 00:00:00,S
JAVA,2000-01-03 00:00:00,2010-01-21 00:00:00,S
JBHT,2015-07-01 00:00:00,2023-12-31 00:00:00,S
JBL,2001-01-30 00:00:00,2023-12-31 00:00:00,S
JCI,2000-01-03 00:00:00,2023-12-31 00:00:00,S
JCP,2000-01-03 00:00:00,2013-11-27 00:00:00,S
JEC,2007-10-26 00:00:00,2019-12-09 00:00:00,S
JEF,2007-08-27 00:00:00,2019-09-23 00:00:00,S
JHF,2001-06-29 00:00:00,2004-04-28 00:00:00,S
JKHY,2018-11-13 00:00:00,2023-12-31 00:00:00,S
JNJ,2000-01-03 00:00:00,2023-12-31 00:00:00,S
JNPR,2006-06-02 00:00:00,2023-12-31 00:00:00,S
JNS,2000-07-13 00:00:00,2011-11-18 00:00:00,S
JNY,2001-12-17 00:00:00,2009-03-02 00:00:00,S
JOS,2000-01-03 00:00:00,2000-05-09 00:00:00,S
JOY,2011-02-28 00:00:00,2015-10-05 00:00:00,S
JP,2000-01-03 00:00:00,2006-03-30 00:00:00,S
JPM,2000-01-03 00:00:00,2023-12-31 00:00:00,S
JWN,2000-01-03 00:00:00,2020-05-22 00:00:00,S
K,2000-01-03 00:00:00,2023-12-31 00:00:00,S
KATE,2000-01-03 00:00:00,2008-11-28 00:00:00,S
KBH,2000-01-03 00:00:00,2009-12-17 00:00:00,S
KDP,2008-10-07 00:00:00,2023-12-31 00:00:00,S
KEY,2000-01-03 00:00:00,2023-12-31 00:00:00,S
KEYS,2018-11-06 00:00:00,2023-12-31 00:00:00,S
KG,2000-10-03 00:00:00,2010-12-17 00:00:00,S
KHC,2015-07-06 00:00:00,2023-12-31 00:00:00,S
KIM,2006-04-03 00:00:00,2023-12-31 00:00:00,S
KLAC,2000-01-03 00:00:00,2023-12-31 00:00:00,S
KM,2000-01-03 00:00:00,2002-01-15 00:00:00,S
KMB,2000-01-03 00:00:00,2023-12-31 00:00:00,S
KMG,2000-01-03 00:00:00,2006-08-10 00:00:00,S
KMI,2000-12-12 00:00:00,2023-12-31 00:00:00,S
KMX,2010-06-28 00:00:00,2023-12-31 00:00:00,S
KO,2000-01-03 00:00:00,2023-12-31 00:00:00,S
KORS,2013-11-13 00:00:00,2018-09-18 00:00:00,S
KR,2000-01-03 00:00:00,2023-12-31 00:00:00,S
KRB,2000-01-03 00:00:00,2005-12-29 00:00:00,S
KRFT,2012-10-02 00:00:00,2015-07-02 00:00:00,S
KRI,2000-01-03 00:00:00,2006-06-20 00:00:00,S
KSE,2000-08-21 00:00:00,2007-08-24 00:00:00,S
KSS,2000-01-03 00:00:00,2020-09-18 00:00:00,S
KSU,2000-01-03 00:00:00,2021-10-04 00:00:00,S
KVUE,2023-08-25 00:00:00,2023-12-31 00:00:00,S
L,2000-01-03 00:00:00,2023-12-31 00:00:00,S
LB,2000-01-03 00:00:00,2021-07-21 00:00:00,S
LDG,2000-01-03 00:00:00,2001-06-29 00:00:00,S
LDOS,2009-12-21 00:00:00,2023-12-31 00:00:00,S
LEG,2000-01-03 00:00:00,2021-12-14 00:00:00,S
LEHMQ,2000-01-03 00:00:00,2008-09-16 00:00:00,S
LEN,2005-10-04 00:00:00,2023-12-31 00:00:00,S
LH,2004-11-01 00:00:00,2023-12-31 00:00:00,S
LHX,2019-06-01 00:00:00,2023-12-31 00:00:00,S
LIFE,2008-11-24 00:00:00,2014-01-22 00:00:00,S
LIN,2018-11-06 00:00:00,2023-12-31 00:00:00,S
LKQ,2016-05-23 00:00:00,2023-12-31 00:00:00,S
LLL,2004-12-01 00:00:00,2019-06-07 00:00:00,S
LLTC,2000-04-03 00:00:00,2017-03-10 00:00:00,S
LLY,2000-01-03 00:00:00,2023-12-31 00:00:00,S
LM,2006-04-24 00:00:00,2016-11-29 00:00:00,S
LMT,2000-01-03 00:00:00,2023-12-31 00:00:00,S
LNC,2000-01-03 00:00:00,2023-08-30 00:00:00,S
LNT,2016-07-01 00:00:00,2023-12-31 00:00:00,S
LO,2008-06-11 00:00:00,2015-06-11 00:00:00,S
LOW,2000-01-03 00:00:00,2023-12-31 00:00:00,S
LPX,2000-01-03 00:00:00,2006-11-07 00:00:00,S
LRCX,2012-06-05 00:00:00,2023-12-31 00:00:00,S
LSI,2000-01-03 00:00:00,2014-05-06 00:00:00,S
LU,2000-01-03 00:00:00,2006-11-22 00:00:00,S
LULU,2023-10-18 00:00:00,2023-12-31 00:00:00,S
LUMN,2020-09-18 00:00:00,2023-03-15 00:00:00,S
LUV,2000-01-03 00:00:00,2023-12-31 00:00:00,S
LVLT,2014-11-05 00:00:00,2017-10-10 00:00:00,S
LVS,2019-10-03 00:00:00,2023-12-31 00:00:00,S
LW,2018-12-03 00:00:00,2023-12-31 00:00:00,S
LXK,2000-01-03 00:00:00,2012-09-25 00:00:00,S
LYB,2012-09-05 00:00:00,2023-12-31 00:00:00,S
LYV,2019-12-23 00:00:00,2023-12-31 00:00:00,S
M,2000-01-03 00:00:00,2020-04-03 00:00:00,S
MA,2008-07-18 00:00:00,2023-12-31 00:00:00,S
MAA,2016-12-02 00:00:00,2023-12-31 00:00:00,S
MAC,2013-05-09 00:00:00,2019-12-10 00:00:00,S
MAR,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MAS,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MAT,2000-01-03 00:00:00,2019-06-03 00:00:00,S
MAY,2000-01-03 00:00:00,2005-08-22 00:00:00,S
MBI,2000-01-03 00:00:00,2009-12-17 00:00:00,S
MCD,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MCHP,2007-09-07 00:00:00,2023-12-31 00:00:00,S
MCK,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MCO,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MDLZ,2007-04-02 00:00:00,2023-12-31 00:00:00,S
MDP,2000-01-03 00:00:00,2010-12-31 00:00:00,S
MDR,2000-01-03 00:00:00,2003-08-18 00:00:00,S
MDT,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MEA,2000-01-03 00:00:00,2002-01-28 00:00:00,S
MEDI,2000-06-16 00:00:00,2007-05-31 00:00:00,S
MEE,2000-01-03 00:00:00,2011-05-23 00:00:00,S
MEL,2000-01-03 00:00:00,2007-06-26 00:00:00,S
MER,2000-01-03 00:00:00,2008-12-29 00:00:00,S
MERQ,2000-06-29 00:00:00,2006-01-03 00:00:00,S
MET,2000-12-11 00:00:00,2023-12-31 00:00:00,S
META,2022-06-09 00:00:00,2023-12-31 00:00:00,S
MFE,2008-12-23 00:00:00,2011-02-28 00:00:00,S
MGM,2017-07-26 00:00:00,2023-12-31 00:00:00,S
MHK,2013-12-23 00:00:00,2023-12-31 00:00:00,S
MHS,2003-08-20 00:00:00,2012-03-22 00:00:00,S
MI,2002-02-11 00:00:00,2011-07-05 00:00:00,S
MIL,2000-01-03 00:00:00,2010-07-12 00:00:00,S
MIR,2000-01-03 00:00:00,2003-07-16 00:00:00,S
MJN,2009-12-21 00:00:00,2017-06-07 00:00:00,S
MKC,2003-03-21 00:00:00,2023-12-31 00:00:00,S
MKG,2000-01-03 00:00:00,2000-10-17 00:00:00,S
MKTX,2019-07-01 00:00:00,2023-12-31 00:00:00,S
MLM,2014-07-02 00:00:00,2023-12-31 00:00:00,S
MMC,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MMI,2011-01-04 00:00:00,2012-05-15 00:00:00,S
MMM,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MNK,2014-08-19 00:00:00,2017-07-25 00:00:00,S
MNST,2012-06-29 00:00:00,2023-12-31 00:00:00,S
MO,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MOH,2022-03-02 00:00:00,2023-12-31 00:00:00,S
MOLX,2000-01-03 00:00:00,2013-12-03 00:00:00,S
MON,2002-08-14 00:00:00,2018-06-06 00:00:00,S
MOS,2011-09-26 00:00:00,2023-12-31 00:00:00,S
MPC,2011-07-01 00:00:00,2023-12-31 00:00:00,S
MPWR,2021-02-12 00:00:00,2023-12-31 00:00:00,S
MRK,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MRNA,2021-07-21 00:00:00,2023-12-31 00:00:00,S
MRO,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MS,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MSCI,2018-04-04 00:00:00,2023-12-31 00:00:00,S
MSFT,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MSI,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MTB,2004-02-27 00:00:00,2023-12-31 00:00:00,S
MTCH,2021-09-20 00:00:00,2023-12-31 00:00:00,S
MTD,2016-09-06 00:00:00,2023-12-31 00:00:00,S
MTG,2000-01-03 00:00:00,2008-10-28 00:00:00,S
MTLQQ,2000-01-03 00:00:00,2009-05-29 00:00:00,S
MTW,2007-11-16 00:00:00,2009-08-31 00:00:00,S
MU,2000-01-03 00:00:00,2023-12-31 00:00:00,S
MUR,2005-08-15 00:00:00,2017-07-25 00:00:00,S
MWV,2000-01-03 00:00:00,2015-07-01 00:00:00,S
MWW,2001-06-04 00:00:00,2011-12-14 00:00:00,S
MXIM,2000-05-10 00:00:00,2021-08-03 00:00:00,S
MYG,2000-01-03 00:00:00,2006-03-30 00:00:00,S
MYL,2004-04-23 00:00:00,2020-10-12 00:00:00,S
MZIAQ,2000-01-03 00:00:00,2000-06-27 00:00:00,S
NAV,2000-01-03 00:00:00,2006-12-11 00:00:00,S
NAVI,2014-05-01 00:00:00,2018-06-01 00:00:00,S
NBL,2007-10-08 00:00:00,2020-10-07 00:00:00,S
NBR,2000-10-18 00:00:00,2015-03-19 00:00:00,S
NC,2000-01-03 00:00:00,2000-06-02 00:00:00,S
NCC,2000-01-03 00:00:00,2008-12-29 00:00:00,S
NCE,2000-01-03 00:00:00,2000-08-17 00:00:00,S
NCLH,2017-10-13 00:00:00,2023-12-31 00:00:00,S
NCR,2000-01-04 00:00:00,2007-09-28 00:00:00,S
NDAQ,2008-10-22 00:00:00,2023-12-31 00:00:00,S
NDSN,2022-02-15 00:00:00,2023-12-31 00:00:00,S
NE,2001-01-16 00:00:00,2015-07-15 00:00:00,S
NEE,2000-01-03 00:00:00,2023-12-31 00:00:00,S
NEM,2000-01-03 00:00:00,2023-12-31 00:00:00,S
NFB,2002-07-17 00:00:00,2006-11-22 00:00:00,S
NFLX,2010-12-20 00:00:00,2023-12-31 00:00:00,S
NFX,2010-12-20 00:00:00,2019-01-18 00:00:00,S
NGH,2000-01-03 00:00:00,2000-12-11 00:00:00,S
NI,2000-11-02 00:00:00,2023-12-31 00:00:00,S
NKE,2000-01-03 00:00:00,2023-12-31 00:00:00,S
NKTR,2018-03-19 00:00:00,2019-09-26 00:00:00,S
NLOK,2019-11-05 00:00:00,2022-11-01 00:00:00,S
NLSN,2013-07-09 00:00:00,2022-10-03 00:00:00,S
NLV,2000-01-03 00:00:00,2000-01-05 00:00:00,S
NMK,2000-01-03 00:00:00,2002-01-31 00:00:00,S
NOC,2000-01-03 00:00:00,2023-12-31 00:00:00,S
NOV,2005-03-14 00:00:00,2021-08-30 00:00:00,S
NOVL,2000-01-03 00:00:00,2011-04-25 00:00:00,S
NOW,2019-11-21 00:00:00,2023-12-31 00:00:00,S
NRG,2010-01-29 00:00:00,2023-12-31 00:00:00,S
NRTLQ,2000-01-03 00:00:00,2002-07-18 00:00:00,S
NSC,2000-01-03 00:00:00,2023-12-31 00:00:00,S
NSI,2000-01-03 00:00:00,2001-11-30 00:00:00,S
NSM,2000-01-03 00:00:00,2011-09-21 00:00:00,S
NTAP,2000-01-03 00:00:00,2023-12-31 00:00:00,S
NTRS,2000-01-03 00:00:00,2023-12-31 00:00:00,S
NUE,2000-01-03 00:00:00,2023-12-31 00:00:00,S
NVDA,2001-11-30 00:00:00,2023-12-31 00:00:00,S
NVLS,2000-06-19 00:00:00,2012-06-04 00:00:00,S
NVR,2019-09-26 00:00:00,2023-12-31 00:00:00,S
NWL,2000-01-03 00:00:00,2023-08-30 00:00:00,S
NWS,2015-09-21 00:00:00,2023-12-31 00:00:00,S
NWSA,2013-07-01 00:00:00,2023-12-31 00:00:00,S
NXPI,2021-03-22 00:00:00,2023-12-31 00:00:00,S
NXTL,2000-01-03 00:00:00,2005-08-12 00:00:00,S
NYT,2000-01-03 00:00:00,2010-12-17 00:00:00,S
NYX,2007-10-25 00:00:00,2013-11-07 00:00:00,S
O,2015-04-07 00:00:00,2023-12-31 00:00:00,S
OAT,2000-01-03 00:00:00,2001-07-31 00:00:00,S
ODFL,2019-12-09 00:00:00,2023-12-31 00:00:00,S
ODP,2000-01-03 00:00:00,2010-12-17 00:00:00,S
OGN,2021-06-04 00:00:00,2023-10-02 00:00:00,S
OI,2000-01-03 00:00:00,2016-11-29 00:00:00,S
OK,2000-01-03 00:00:00,2001-03-30 00:00:00,S
OKE,2000-01-03 00:00:00,2023-12-31 00:00:00,S
OMC,2000-01-03 00:00:00,2023-12-31 00:00:00,S
OMX,2000-01-03 00:00:00,2008-06-18 00:00:00,S
ON,2022-06-21 00:00:00,2023-12-31 00:00:00,S
ONE,2000-01-03 00:00:00,2004-06-28 00:00:00,S
ORCL,2000-01-03 00:00:00,2023-12-31 00:00:00,S
ORLY,2009-03-27 00:00:00,2023-12-31 00:00:00,S
OTIS,2020-04-03 00:00:00,2023-12-31 00:00:00,S
OWENQ,2000-01-03 00:00:00,2000-09-27 00:00:00,S
OXY,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PALM,2000-07-28 00:00:00,2002-08-09 00:00:00,S
PANW,2023-06-20 00:00:00,2023-12-31 00:00:00,S
PARA,2022-02-17 00:00:00,2023-12-31 00:00:00,S
PAYC,2020-01-28 00:00:00,2023-12-31 00:00:00,S
PAYX,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PBCT,2008-11-13 00:00:00,2022-03-02 00:00:00,S
PBG,2001-05-14 00:00:00,2010-02-26 00:00:00,S
PBI,2000-01-03 00:00:00,2017-02-28 00:00:00,S
PBY,2000-01-03 00:00:00,2000-03-29 00:00:00,S
PCAR,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PCG,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PCH,2000-01-03 00:00:00,2001-07-03 00:00:00,S
PCL,2002-01-17 00:00:00,2016-02-16 00:00:00,S
PCP,2007-06-01 00:00:00,2016-01-26 00:00:00,S
PCS,2000-01-03 00:00:00,2004-04-19 00:00:00,S
PD,2000-01-03 00:00:00,2007-03-16 00:00:00,S
PDCO,2005-10-11 00:00:00,2018-03-16 00:00:00,S
PDG,2000-01-03 00:00:00,2002-07-18 00:00:00,S
PEAK,2019-11-05 00:00:00,2023-12-31 00:00:00,S
PEG,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PENN,2021-03-22 00:00:00,2022-06-28 00:00:00,S
PEP,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PETM,2012-10-05 00:00:00,2015-03-11 00:00:00,S
PFE,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PFG,2002-07-22 00:00:00,2023-12-31 00:00:00,S
PG,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PGL,2000-01-03 00:00:00,2007-02-16 00:00:00,S
PGN,2000-01-03 00:00:00,2012-06-29 00:00:00,S
PGR,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PH,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PHA,2000-01-03 00:00:00,2003-04-07 00:00:00,S
PHM,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PKG,2017-07-26 00:00:00,2023-12-31 00:00:00,S
PKI,2000-01-03 00:00:00,2023-05-04 00:00:00,S
PLD,2003-07-17 00:00:00,2023-12-31 00:00:00,S
PLL,2000-01-03 00:00:00,2015-08-25 00:00:00,S
PM,2008-03-31 00:00:00,2023-12-31 00:00:00,S
PMCS,2001-08-03 00:00:00,2007-06-26 00:00:00,S
PNC,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PNR,2012-10-01 00:00:00,2023-12-31 00:00:00,S
PNU,2000-01-03 00:00:00,2000-03-29 00:00:00,S
PNW,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PODD,2023-03-15 00:00:00,2023-12-31 00:00:00,S
POM,2007-11-09 00:00:00,2016-03-18 00:00:00,S
POOL,2020-10-07 00:00:00,2023-12-31 00:00:00,S
PPG,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PPL,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PRD,2000-01-03 00:00:00,2000-12-11 00:00:00,S
PRGO,2011-12-19 00:00:00,2021-08-30 00:00:00,S
PRU,2002-07-22 00:00:00,2023-12-31 00:00:00,S
PSA,2005-08-19 00:00:00,2023-12-31 00:00:00,S
PSFT,2000-01-03 00:00:00,2004-12-27 00:00:00,S
PSX,2012-05-01 00:00:00,2023-12-31 00:00:00,S
PTC,2000-01-03 00:00:00,2023-12-31 00:00:00,S
PTV,2000-01-03 00:00:00,2010-11-08 00:00:00,S
PVH,2013-02-14 00:00:00,2022-06-28 00:00:00,S
PVN,2000-01-03 00:00:00,2005-09-28 00:00:00,S
PWER,2000-10-23 00:00:00,2005-03-09 00:00:00,S
PWJ,2000-01-03 00:00:00,2000-11-03 00:00:00,S
PWR,2009-07-01 00:00:00,2023-12-31 00:00:00,S
PX,2000-01-03 00:00:00,2018-10-25 00:00:00,S
PXD,2008-09-24 00:00:00,2023-12-31 00:00:00,S
PYPL,2015-07-20 00:00:00,2023-12-31 00:00:00,S
Q,2000-07-06 00:00:00,2011-03-23 00:00:00,S
QCOM,2000-01-03 00:00:00,2023-12-31 00:00:00,S
QEP,2010-07-01 00:00:00,2015-06-30 00:00:00,S
QLGC,2000-12-12 00:00:00,2011-01-12 00:00:00,S
QRVO,2015-06-12 00:00:00,2023-12-31 00:00:00,S
QTRN,2000-01-03 00:00:00,2003-09-16 00:00:00,S
R,2000-01-03 00:00:00,2017-06-16 00:00:00,S
RAD,2000-01-03 00:00:00,2000-07-19 00:00:00,S
RAI,2002-09-04 00:00:00,2017-07-20 00:00:00,S
RAL,2000-01-03 00:00:00,2001-12-06 00:00:00,S
RATL,2002-02-01 00:00:00,2003-02-18 00:00:00,S
RBK,2000-01-03 00:00:00,2006-01-30 00:00:00,S
RCL,2014-12-05 00:00:00,2023-12-31 00:00:00,S
RDC,2000-01-03 00:00:00,2014-08-13 00:00:00,S
RDS.A,2000-01-03 00:00:00,2002-07-18 00:00:00,S
RE,2017-06-19 00:00:00,2023-06-07 00:00:00,S
REG,2017-03-02 00:00:00,2023-12-31 00:00:00,S
REGN,2013-05-01 00:00:00,2023-12-31 00:00:00,S
RF,2000-01-03 00:00:00,2023-12-31 00:00:00,S
RHI,2000-12-05 00:00:00,2023-12-31 00:00:00,S
RHT,2009-07-27 00:00:00,2019-07-01 00:00:00,S
RIG,2000-01-03 00:00:00,2017-07-25 00:00:00,S
RJF,2017-03-20 00:00:00,2023-12-31 00:00:00,S
RL,2007-02-02 00:00:00,2023-12-31 00:00:00,S
RLM,2000-01-03 00:00:00,2000-04-27 00:00:00,S
RMD,2017-07-26 00:00:00,2023-12-31 00:00:00,S
RML,2000-01-03 00:00:00,2000-12-11 00:00:00,S
ROH,2000-01-03 00:00:00,2009-04-01 00:00:00,S
ROK,2000-01-03 00:00:00,2023-12-31 00:00:00,S
ROL,2018-10-01 00:00:00,2023-12-31 00:00:00,S
ROP,2009-12-23 00:00:00,2023-12-31 00:00:00,S
ROST,2009-12-21 00:00:00,2023-12-31 00:00:00,S
RRC,2007-12-21 00:00:00,2018-06-15 00:00:00,S
RRD,2000-01-03 00:00:00,2012-12-07 00:00:00,S
RSG,2008-12-05 00:00:00,2023-12-31 00:00:00,S
RSHCQ,2000-01-03 00:00:00,2011-06-30 00:00:00,S
RTN,2000-01-03 00:00:00,2020-04-03 00:00:00,S
RTX,2020-04-03 00:00:00,2023-12-31 00:00:00,S
RVTY,2023-05-16 00:00:00,2023-12-31 00:00:00,S
RX,2000-01-03 00:00:00,2010-02-23 00:00:00,S
S,2000-01-03 00:00:00,2013-07-02 00:00:00,S
SAF,2000-01-03 00:00:00,2008-09-22 00:00:00,S
SANM,2000-06-21 00:00:00,2007-06-26 00:00:00,S
SAPE,2000-05-05 00:00:00,2002-05-10 00:00:00,S
SBAC,2017-09-01 00:00:00,2023-12-31 00:00:00,S
SBL,2000-12-11 00:00:00,2007-01-05 00:00:00,S
SBNY,2021-12-20 00:00:00,2023-01-04 00:00:00,S
SBUX,2000-06-08 00:00:00,2023-12-31 00:00:00,S
SCG,2009-01-02 00:00:00,2018-12-24 00:00:00,S
SCHW,2000-01-03 00:00:00,2023-12-31 00:00:00,S
SCI,2000-01-03 00:00:00,2000-03-15 00:00:00,S
SDS,2002-07-22 00:00:00,2005-08-11 00:00:00,S
SE,2007-01-03 00:00:00,2017-02-24 00:00:00,S
SEBL,2000-05-05 00:00:00,2006-01-30 00:00:00,S
SEDG,2021-12-20 00:00:00,2023-10-02 00:00:00,S
SEE,2000-01-03 00:00:00,2023-10-02 00:00:00,S
SEG,2000-01-03 00:00:00,2000-11-20 00:00:00,S
SFA,2000-01-03 00:00:00,2006-02-17 00:00:00,S
SGID,2000-01-03 00:00:00,2000-06-20 00:00:00,S
SGP,2000-01-03 00:00:00,2009-10-29 00:00:00,S
SHLD,2005-03-28 00:00:00,2012-08-23 00:00:00,S
SHW,2000-01-03 00:00:00,2023-12-31 00:00:00,S
SIAL,2000-01-03 00:00:00,2015-11-17 00:00:00,S
SIG,2015-07-29 00:00:00,2018-03-16 00:00:00,S
SII,2006-10-02 00:00:00,2010-08-19 00:00:00,S
SIVB,2018-03-19 00:00:00,2023-01-04 00:00:00,S
SJM,2008-11-06 00:00:00,2023-12-31 00:00:00,S
SLB,2000-01-03 00:00:00,2023-12-31 00:00:00,S
SLG,2015-03-23 00:00:00,2021-02-12 00:00:00,S
SLM,2000-01-03 00:00:00,2014-04-22 00:00:00,S
SLR,2000-01-03 00:00:00,2007-10-01 00:00:00,S
SMI,2000-01-03 00:00:00,2000-12-11 00:00:00,S
SMS,2000-01-03 00:00:00,2000-06-07 00:00:00,S
SNA,2000-01-03 00:00:00,2023-12-31 00:00:00,S
SNDK,2006-04-20 00:00:00,2016-05-11 00:00:00,S
SNI,2008-07-01 00:00:00,2018-02-28 00:00:00,S
SNPS,2017-03-16 00:00:00,2023-12-31 00:00:00,S
SNV,2000-01-03 00:00:00,2007-12-31 00:00:00,S
SO,2000-01-03 00:00:00,2023-12-31 00:00:00,S
SOTR,2000-01-03 00:00:00,2004-10-28 00:00:00,S
SOV,2004-07-01 00:00:00,2009-01-28 00:00:00,S
SPG,2002-06-26 00:00:00,2023-12-31 00:00:00,S
SPGI,2000-01-03 00:00:00,2023-12-31 00:00:00,S
SPLS,2000-01-03 00:00:00,2017-09-12 00:00:00,S
SRCL,2008-11-19 00:00:00,2018-11-29 00:00:00,S
SRE,2000-01-03 00:00:00,2023-12-31 00:00:00,S
SSP,2005-12-20 00:00:00,2008-06-30 00:00:00,S
STE,2019-12-23 00:00:00,2023-12-31 00:00:00,S
STI,2000-01-03 00:00:00,2019-12-05 00:00:00,S
STJ,2000-01-03 00:00:00,2017-01-03 00:00:00,S
